@relation 'Company-weka.filters.unsupervised.attribute.DateToNumeric-R1,2-weka.filters.unsupervised.attribute.MathExpression-Ea1 - a2-V-R1,2-weka.filters.unsupervised.attribute.NumericToNominal-R2-last-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,64,65,66,67,68,69,70,71,72,73,74,75,63-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,63,64,65,66,67,68,69,70,71,72,73,74,75,62-weka.filters.unsupervised.attribute.Remove-R74-weka.filters.unsupervised.attribute.Remove-R2-61'

@attribute form-time-for-compeltion numeric
@attribute q63 {'2,4,6','1,2,4','1,2,3',2,'1,2,5','2,4','1,2,6','1,2',1,'2,4,5',6,'1,5,6','2,3,4','1,3,5','2,6','1,3,4',3,'1,4,6','1,3,6','1,2,7','2,3,6','2,6,7','1,4,5','1,6','6,7','1,4,7','1,4','3,4,6',4,'2,4,7','4,5,7','4,6','1,7','2,3,5','2,3','1,5','2,3,7','1,3','2,5,6','2,5','3,6,7','2,7','1,6,7',7,'3,6','4,7','5,6,7','1,3,7','3,4,5','3,4','5,6',5,'4,5','4,6,7','3,5,6','1,5,7','4,5,6','3,4,7','3,5','3,7','2,5,7','3,5,7','5,7'}
@attribute q64 {'1,3',3,'3,6,8',1,'1,3,8','3,8','3,7,8','3,6','1,3,6',8,'1,3,7','3,5','1,3,5','3,5,6','2,3','1,6,7',5,'2,5','1,2,8','1,7','1,5','1,5,8','3,6,7',2,'3,5,7','1,6','1,2,3','1,2,5','1,5,7','1,5,6','6,8','2,3,7',7,'3,5,8','1,2,6','5,7,8','1,8','2,3,8','6,7,8','2,3,6','1,6,8','1,2,7','2,5,7','2,5,6','2,6,7','6,7',6,'7,8','1,2','5,6,7','1,7,8','5,6,8','2,5,8','2,7','2,7,8','3,7','2,3,5','5,8','2,8','2,6','2,6,8','5,6','5,7'}
@attribute q65 {'2,3,7','4,7',5,'2,3,5','3,5,7','1,4,7',7,'6,7','1,5,6','5,6','2,7','5,6,7','1,2',3,'2,4','2,3,6','2,3,4','2,5,7','1,2,6','1,7',1,'2,5,6','2,6,7','2,4,7','4,6,7','3,5,6','3,7','5,7',2,'1,2,7','1,6,7','2,3','4,5,7','3,5','1,2,4','1,2,5','3,6','2,4,6','2,5','3,4,7','2,4,5','3,4','1,5,7','1,4','3,4,5','4,6','3,6,7','1,3,4','1,3,5','1,3,6','3,4,6',4,6,'1,2,3','1,3,7','4,5,6','2,6','4,5','1,4,6','1,5','1,4,5','1,3','1,6'}
@attribute q66 {'2,7','1,2','1,7','1,3,7','1,2,5','2,3,4',7,'3,7','1,2,3','1,3','1,4,7','1,5','2,3,7',1,'3,4','2,5,7','1,3,5','1,2,7',3,'3,5,7','4,7','3,4,7','3,4,5','3,6,7','5,7','1,3,4','1,4,5','2,4,7','1,4','1,3,6',5,'5,6,7',4,'2,3,5','1,4,6','4,6','4,6,7','4,5,7','2,4,6','2,3','3,6','5,6','1,5,7',2,'1,2,4','3,4,6','2,6','1,5,6','2,4,5','3,5',6,'2,3,6','1,6,7','4,5','6,7','2,6,7','4,5,6','1,6','3,5,6','2,4','2,5','1,2,6','2,5,6'}
@attribute q67 {'2,3','1,2',5,'1,2,3','2,3,7','2,3,6',4,'2,8','1,3,5','1,2,4','1,4,7','2,3,4','2,4',1,'1,4,8','3,4,5','1,3,8','1,4,5','1,5,7','2,5','4,5,6','1,2,5','1,3,7','3,4','3,4,6','2,6,7',3,'2,3,8','1,3','1,2,6',8,'7,8','3,5,6',6,7,'2,3,5','1,7,8',2,'1,6','3,4,8','3,5,7','2,4,8','4,6,8','1,3,4','1,5,8','5,6','4,6,7','1,5','5,6,8','3,5','2,5,8','4,5,7','5,7,8','1,2,8','5,7','2,4,5','3,5,8','2,5,6','4,8','3,4,7','4,5,8','5,8','3,7,8','1,4,6','1,3,6','2,5,7','2,7','1,6,8','2,4,6','1,4','3,7','2,4,7','4,7,8','6,7,8','1,5,6','3,6,8','1,8','4,5','5,6,7','2,7,8','6,7','2,6,8','4,7','1,2,7','3,8','1,7','3,6,7','3,6','6,8','2,6','1,6,7','4,6'}
@attribute q68 {1,2,3}
@attribute q69 {1,2,3,4,5,6}
@attribute q70 {1,2,3,4,5,6,7,8,9}
@attribute q71 {1,2}
@attribute q72 {1,2}
@attribute q73 {'1,3',3,1,2,'2,5',6,4,5,'1,2','1,5','1,4','1,3,5','3,5','4,5','5,6','1,2,5','1,4,5','1,2,3,5','1,6','2,3','3,6','1,5,6','2,6','1,2,3,4,5,6','4,6','1,2,6','1,3,4','1,2,3','2,4'}
@attribute q74 {'3,4',4,5,'1,4',2,3,'1,2,4',1,'1,2','1,3','2,3','1,3,4','2,4','3,5','1,2,3','2,3,4','1,2,3,4','2,5','1,2,3,4,5','1,3,5','4,5','1,4,5','2,4,5','1,2,5','3,4,5','1,5'}
@attribute q61 {-100,-33,33,100}

@data
2085000,'2,4','3,5','2,4','1,7','2,3',2,5,6,2,2,2,4,33
2087000,'1,2,6','1,5,7','2,5,7','2,4,5','1,2,5',2,5,4,2,1,6,4,100
2090000,'1,3,6','1,2','2,5,7','1,3,5','1,4,5',3,2,5,2,2,2,4,33
2092000,'1,2,4','1,5,8','5,6,7','1,5,7','1,2,3',2,6,4,2,1,5,'3,4',100
2093000,'1,3,4','1,6,7','1,2,4','2,4,5','1,2,3',3,3,4,2,2,3,1,100
2094000,'1,3,6','2,8','2,5','4,5,7','1,2,4',2,5,3,2,2,2,'1,4',33
2097000,'1,2,6','1,6,7','1,2,6','3,5,7','3,4,5',3,2,3,1,1,6,5,100
2097000,'1,2,3','1,5,8','5,7','3,5,7','3,7,8',3,2,2,2,2,2,5,100
2097000,'2,4,6','1,6,7','2,3,5','1,3,4','1,2',3,5,5,2,2,3,4,33
2098000,'3,4,7','1,2,8','2,5,7','3,6,7','3,8',3,4,8,2,1,6,5,33
2098000,'2,4,6','1,3',7,'3,4,7','5,8',3,3,8,2,2,6,4,33
2099000,2,3,1,6,7,3,3,7,2,1,5,5,33
2100000,'2,4,6','1,2,5','1,2,7','2,3,4','1,2,5',3,4,8,2,2,6,4,33
2100000,'1,2,4','1,3,6','2,5,7','1,3,4','1,5,8',2,4,3,2,2,2,5,33
2102000,'1,2,6','1,3,6','2,3,6',1,'1,5',3,1,2,2,1,6,4,33
2104000,2,3,4,7,'1,4,7',2,3,7,2,1,6,5,-33
2105000,'1,2,4','2,8','2,7','3,4,7','1,4,5',3,5,6,2,2,3,1,33
2108000,'1,2','3,6','4,5,7','3,4,5',8,3,2,2,2,1,6,5,33
2108000,'2,4,5','1,3','3,4,6','3,5,7','1,2,5',2,3,5,2,2,3,4,33
2109000,'2,3,4','3,7,8','1,2,7','4,7','1,4,6',3,2,8,2,2,2,1,100
2109000,'2,4,6','3,5,7','1,3,7','1,3,7','3,4,5',3,5,5,2,2,2,4,33
2109000,'2,3,6','2,5,8','3,6,7','1,3,4','4,5',3,3,5,2,2,3,'1,4',33
2109000,'1,2,4','3,5,6','2,3,4','3,4,5','1,6,8',2,3,5,2,1,2,5,33
2111000,'1,4,6','1,3,7','2,3,5','1,2,5','1,2,3',2,4,4,2,2,'3,5',4,33
2112000,4,6,2,7,1,3,4,6,2,1,3,4,33
2117000,'1,2,5','3,5,7','2,3,6','3,4,5','2,3,5',2,3,5,2,2,3,1,100
2119000,'1,2,3','2,6','3,4,7','1,2,6',2,3,2,7,2,2,2,5,100
2120000,'2,4,6',2,'2,3','1,7','2,4',3,1,8,2,1,'2,5',5,33
2120000,'1,5,6','1,2,6','2,3,7','3,4,7','2,4,8',3,3,6,2,2,2,2,100
2121000,'2,3,4','1,3,6','3,5,6','1,3,4','2,4,7',3,1,8,2,1,5,1,33
2122000,'1,2,4','1,3,8','2,3,4','3,5','1,2,4',3,2,4,2,2,3,5,100
2122000,'2,4,6',6,'5,6,7','1,4','3,5,7',3,6,5,2,2,3,4,33
2123000,'1,2,6','1,2,6','2,5,6','2,3,7','2,3,4',3,2,3,1,1,6,5,100
2123000,'2,5,6','1,3,7','1,4,7','1,3','1,2,3',3,6,8,2,1,5,5,100
2124000,'1,2,5','6,8','3,5,6','2,4,7','1,8',3,4,4,2,1,3,'1,4',-33
2124000,'1,2,3','1,3,8','1,3,5','1,2,7','1,3,8',2,3,5,2,1,2,4,33
2124000,'1,2,3','1,5,7','1,2,3','1,2,3','1,2,3',2,4,6,2,2,2,3,100
2125000,'1,2','3,8','3,5',1,'1,3,7',3,3,3,2,1,2,4,33
2125000,'1,2,4','1,6,8','2,3,5','1,3,7','2,4,8',3,3,5,2,2,4,3,-33
2127000,'1,2,3','1,3,7','2,7','1,3,4','4,5,6',3,2,2,2,2,6,5,100
2129000,'1,2,7','2,8',5,'1,7','5,7',3,6,5,1,2,3,2,33
2129000,'2,4,6','1,3,6','2,5,7','4,5,7','2,4,5',3,3,6,2,1,2,5,33
2130000,'2,4,6','3,6,7','2,6,7','3,4,5','2,4,5',2,4,7,2,2,2,4,100
2130000,'2,3,4','6,7,8','3,6,7','2,3,7','2,3,5',3,5,8,2,1,2,4,33
2131000,'2,3',8,7,'5,7',2,3,1,3,2,1,6,3,-33
2131000,1,8,7,4,'3,6,7',3,3,4,2,1,2,5,100
2132000,'2,4,6','1,6,7','2,6,7','3,4,7','4,7,8',3,4,3,2,2,3,4,33
2133000,'1,4,6','1,2,8','2,5,6','1,4,6','1,5,8',3,4,4,2,1,5,4,100
2133000,'2,4',1,5,5,'1,5',3,3,5,2,2,5,4,100
2134000,'2,4,6','1,3,8',3,'2,7','1,2,3',2,6,6,2,2,3,5,33
2135000,'3,5,6','3,6,7','2,4,5','1,2,3','1,2,8',3,5,6,2,1,3,5,-33
2136000,'1,2,6','2,6,7','2,3,6','1,2,4','1,4,5',3,4,2,2,1,5,4,33
2137000,'1,2,6','2,5,6','2,4,7','2,3,7','1,3,8',3,3,7,2,2,6,3,100
2138000,'1,2,3','1,3','4,5,7','1,4,5','1,3,5',3,4,4,1,2,'1,2,5','3,4',33
2139000,'1,2,5','1,3,5','2,5,7','1,4,5','1,2,3',3,5,5,2,1,2,4,33
2139000,'1,2,4','1,3,8','2,5,7','1,4,7','2,6,7',3,2,2,2,1,5,'3,4',100
2140000,'1,2,4','1,2,6','2,4,7','1,2,3','2,3,5',3,2,5,2,1,2,'3,4',100
2141000,'2,3','1,2,8',7,'3,5,6','1,5',3,2,2,2,1,2,1,100
2141000,'1,2,6','1,3,6','2,3,5','5,7','1,5,7',3,1,5,2,2,3,4,33
2142000,'2,4,6',8,7,'2,5','1,2,3',2,5,4,2,2,'1,2','3,4',100
2144000,'1,2,3','1,2,6','2,3,4','1,4,7','2,3,7',3,5,7,2,1,2,5,33
2144000,'2,4,6',8,'2,3,4','1,4,7','1,2,7',3,4,4,2,2,4,1,-100
2146000,'1,2,7','1,8','2,5','1,5,7','1,2,3',2,3,2,2,1,2,4,33
2148000,'1,2,3','1,6,8','2,4,6','3,4,7','4,5,6',3,3,2,2,1,6,4,33
2148000,3,'1,3',7,'1,7',5,3,2,6,2,2,6,3,33
2150000,2,8,2,5,'2,5,7',2,4,4,1,2,6,5,33
2150000,'1,2,5','3,5,6','1,4,7','1,2,4','1,2,3',1,4,4,1,2,2,4,100
2152000,3,8,5,7,7,3,2,5,2,2,3,5,33
2153000,'1,2','1,8','2,3,5','4,5,7','2,3,5',3,2,2,2,1,5,5,33
2153000,'1,2,6','1,5,8','2,3,5','3,4,5','3,5,6',2,4,4,2,2,4,2,100
2153000,'2,6','2,6,7','5,6,7','3,4,7','5,7,8',3,2,1,2,2,1,5,33
2156000,'1,2,4','1,8','2,6,7','1,3,5',2,2,4,6,2,2,2,4,33
2156000,1,'1,5,7','1,6','1,4,6','4,8',3,4,4,2,2,3,3,100
2160000,'1,2,6','3,7,8','2,4,6','4,6,7','1,4,5',3,1,2,2,1,5,5,100
2161000,'1,3,7','1,6,8','2,6,7','5,6,7','4,5,7',3,2,2,2,1,6,5,100
2162000,'1,2,3','1,5,8','2,6,7','1,5,7','4,5,7',3,2,7,2,2,3,1,100
2163000,'5,7','5,7,8','2,3,4','5,7','2,4,6',3,6,7,2,2,4,'2,4,5',100
2164000,'2,4','2,6','2,3,5','3,4,7','1,4,5',3,4,8,2,2,'2,5',5,33
2164000,'2,3,6','1,2,6','2,5,6','3,6,7','5,7,8',3,2,4,1,1,2,3,100
2165000,1,1,1,3,2,3,1,5,2,1,3,5,100
2167000,'1,2,3','1,3,6','2,5,6','2,3,4','1,4,7',2,4,7,2,2,6,5,100
2171000,'1,3','2,5','2,5,6','4,5','2,5',2,1,4,2,2,6,'3,4',33
2173000,'1,2,4','1,7,8','2,6,7','1,3,4','5,6,8',3,6,4,2,2,2,1,33
2180000,'2,6',3,3,5,8,3,1,5,2,1,3,5,33
2182000,'2,4,6','2,5,7','3,6,7','4,6,7','1,2,8',2,6,4,2,1,5,4,100
2183000,'1,2','1,3,8','6,7','4,6,7','1,3,4',3,1,2,2,1,6,5,33
2184000,'1,2,6','1,6','2,3','3,4','1,2,3',2,5,6,2,1,2,1,33
2185000,'2,3,4','1,3','5,7','3,4,6','4,5,6',2,4,5,2,1,3,4,-33
2187000,'1,2,4','1,5,7','1,4,5','2,3,4','1,2,5',2,4,3,2,2,3,4,100
2188000,3,8,7,5,7,2,2,2,2,1,6,5,33
2188000,1,8,7,4,'4,5,6',3,2,5,2,2,3,5,100
2189000,'2,3,4','1,2,6','5,7','5,7','2,4,5',3,4,5,2,1,2,5,100
2190000,'3,4,7','1,3,8','5,6,7','1,2,7','1,2,6',3,6,6,1,2,2,5,-33
2192000,'1,2,4','3,7','6,7','3,6,7','1,4,5',3,3,3,2,1,2,5,100
2193000,'2,3,4','1,2,5','2,4,6','2,3,4','3,4,5',3,6,9,2,2,6,4,100
2194000,'1,2,4','1,3,5','2,5,6','2,3,4','1,2,4',2,6,8,2,1,'2,5',2,100
2196000,'1,3,4',8,'2,3','1,7',3,3,6,5,2,1,3,'1,4',33
2196000,'1,3,4','1,6','4,6,7','1,3,5','1,2,6',2,4,4,2,1,2,4,100
2197000,1,6,2,'4,6,7','1,2,7',3,4,6,2,2,2,5,-33
2199000,'1,3,6','6,7,8','5,6,7','3,4,7','1,2,8',3,2,2,1,1,5,3,100
2201000,'1,2,5','1,6,7','2,5,6','2,4,5','2,3,6',2,3,2,2,2,2,5,33
2201000,'2,4,7','1,8','5,7','5,7','1,5,6',3,4,7,2,1,3,4,33
2202000,'2,5,6','2,5,7','2,5,6','1,2,4','1,2,5',2,5,8,2,1,6,5,33
2203000,'1,2,5','1,3,6','2,4','3,6,7','1,2,3',2,5,5,2,2,3,5,100
2204000,'2,3,7','3,6,8','2,5,6','1,4,5','2,4,5',3,1,1,1,1,'5,6',5,33
2204000,'2,3,4','1,2,6','2,3,7','1,4,7','1,2,5',3,3,6,2,1,2,4,33
2208000,2,8,6,'4,7',4,3,2,8,1,1,'2,5',5,33
2208000,'2,4,7','1,5','1,2,3','1,3,7','1,4',3,5,6,2,1,5,'3,4',33
2213000,'2,4',8,'2,3,4',5,2,2,4,3,2,2,6,4,33
2214000,'1,2,6','1,3,6','4,5,6','1,3,6','1,3,5',3,5,3,2,2,3,4,100
2215000,2,3,5,1,2,2,6,3,2,1,'2,5','1,2,4',100
2215000,'4,7',8,5,7,'4,5,7',3,4,5,2,1,2,4,33
2216000,'1,2,3','1,5,7','1,2,7','3,4,5','4,5,7',3,1,2,1,1,6,3,100
2216000,'1,4,6','1,3,7','2,3,7','1,3,4','1,2,5',2,5,5,2,2,6,5,100
2217000,'1,2,3','1,3,7','1,2,7','2,3,7','2,4,5',3,2,6,2,2,2,5,100
2218000,'1,2','1,3','5,7','1,3','1,2,3',2,5,7,2,2,6,5,100
2219000,'1,2,3','1,3,6','3,4,7','1,3,7','1,7,8',2,2,4,1,2,4,4,33
2219000,'1,2,3','1,2,7','1,5,7','1,2,5','1,4,5',3,1,3,2,1,2,3,100
2220000,'2,4','1,5,6','5,6,7','4,6,7','4,7,8',3,5,8,2,2,3,5,33
2221000,'1,2,3','1,3,6','2,4,6','1,4,7','2,4,6',2,5,5,2,2,4,3,100
2223000,'2,4,6','1,6','3,7','3,7','4,8',3,4,8,2,2,6,1,33
2223000,7,8,2,5,1,3,4,7,1,1,6,3,-33
2225000,'1,2,3','1,3,5','3,5','3,5,7','1,2,4',2,4,5,2,2,3,5,100
2225000,'2,3','1,3','3,4,6','3,6,7','1,2,3',2,5,5,2,2,'2,5',1,100
2226000,'1,2,5','1,5,7','2,3,7','2,3,4','1,3,4',2,1,4,2,1,3,4,100
2228000,'1,4,6','3,5,6','1,2,7','3,4,6','5,6,7',3,4,4,2,1,4,3,100
2228000,'1,2,4',1,'3,5','1,5,7','1,4,7',2,2,3,2,1,5,4,33
2231000,'2,3,4',8,7,5,'1,2,3',2,6,8,2,2,5,5,100
2231000,'1,2,4','1,3,8','2,3,6','2,3,7','1,3,5',3,5,6,2,1,2,5,33
2235000,'1,3,4','1,3,8','1,2,6','3,4,5','1,4,5',2,3,5,2,2,3,1,33
2235000,'1,2,6','1,3,6','5,6,7','3,4,7','3,5,8',2,4,4,2,2,6,4,100
2237000,'2,4,6','6,7,8','1,2,6','3,4,7','3,4,7',3,5,6,2,2,2,4,33
2237000,'4,6','6,8','2,3','5,7','2,5,8',3,4,4,2,2,3,'1,4',33
2238000,'1,2,4',8,'2,3,6','4,6,7','2,3,4',3,3,3,2,2,3,'1,4',33
2239000,'1,2,6','1,6,7','2,3,4','1,5,7','1,2,3',2,5,5,2,2,2,5,33
2239000,'1,2,4','3,6,8','2,3,5','1,4,7','1,4,8',3,4,6,2,2,4,5,33
2240000,4,8,5,'1,7',5,3,6,5,2,1,3,4,33
2241000,'2,3,4','1,2,8','5,6,7','1,3,7','3,5,7',3,6,8,2,2,6,4,33
2242000,'2,4,7','2,6','2,3,7','3,4',4,3,3,6,2,1,6,5,33
2243000,'2,4,6',8,3,7,1,3,1,3,2,2,3,'1,2',-33
2244000,1,1,5,1,1,2,3,6,2,1,2,4,33
2246000,'1,2,3','3,8',7,'3,7','1,4,5',3,5,7,2,1,6,5,-33
2246000,'1,2,4','1,2,6','3,5,6','1,4,7','2,5,8',3,2,4,2,1,6,4,33
2248000,'1,2,6','3,6,8','6,7','3,4,5','4,5,8',3,2,5,2,2,3,4,100
2248000,'1,2,3','1,6','2,5','1,2,5','2,3',2,4,3,1,2,2,4,33
2249000,'1,2,4',8,7,'5,7','1,5,6',3,4,6,2,2,6,4,33
2249000,'1,2,6','1,3,6','2,5,6','4,6,7','1,2,3',2,4,3,2,2,2,4,100
2251000,'5,6','2,6','2,5,7','4,5,6','1,7',3,1,6,2,2,3,3,33
2251000,'2,3,5','1,6','2,3,6','3,4,6','2,6,8',3,5,9,2,2,6,'3,4',100
2251000,'1,2,3','1,3,8','3,5,7','1,3','2,4,5',3,3,5,2,1,2,4,33
2254000,'1,2,4','1,2,7','1,2,6','2,3,7','2,3,4',3,5,5,2,2,'2,5',4,33
2254000,6,'1,3,8','2,3,6','5,6,7','4,7,8',3,2,2,2,1,1,4,33
2256000,'1,2,4','1,5,6','2,3,4','1,2,4','1,2,3',2,5,3,2,2,'1,2','2,4',33
2257000,'2,3,4','1,2,8','2,3,5','1,3,7','4,6,8',3,5,9,2,1,6,1,33
2258000,'1,2','1,3','2,5',5,'3,5',2,5,5,2,1,2,1,33
2261000,'1,2,3','1,2,8','1,2,5',5,'1,2,3',2,4,6,2,1,4,3,100
2262000,'1,2,3',8,'2,7','1,5,7','1,2,5',2,3,4,2,2,'1,3',4,33
2262000,'1,2','1,3,7','2,6','1,3,4','1,2,5',2,3,5,2,1,4,4,33
2264000,'1,2,3','1,3,8',5,'1,3','1,2,3',2,5,5,2,2,3,1,33
2264000,'2,3,6','2,6,7','2,3,5','1,3,5','2,4,5',3,1,6,2,2,1,2,33
2264000,'1,4','3,6,8','2,3,4','1,4,6','2,3,4',2,6,5,2,1,2,'3,4',100
2265000,'1,2,5','1,5,6','2,5,7','2,3,5','1,2,8',3,4,8,2,1,2,4,33
2268000,'1,2,4','1,6,7','1,5,7','1,2,3','2,3,5',2,4,3,2,1,2,5,100
2269000,'1,3','1,2,6','2,5,6','2,3,6','2,4,5',3,6,5,1,1,5,1,100
2269000,4,8,3,'3,4','2,3,8',3,4,4,2,1,2,4,33
2269000,'1,3','1,3,6','2,3,7','3,4,7','1,6,8',2,3,4,2,1,6,1,33
2270000,'1,2,5','1,2,3','2,3,6','1,4,5','1,2,3',3,3,3,2,2,'2,5',3,33
2271000,'1,2,3','1,2,6','2,3,5','1,4,5','2,4,5',3,3,2,1,1,6,5,100
2272000,'1,3,4','1,5,7','3,5,7','1,2,5','1,2,8',3,1,3,2,2,6,5,100
2272000,'1,2,4','1,3,6','4,6,7','4,6,7','1,2,5',2,5,6,2,2,6,1,33
2272000,'1,2,5','1,3,8','2,4,7','2,3,5','1,2,3',2,4,3,1,2,'1,2',5,100
2273000,'2,6','1,3,8','2,4,7','3,4,7','1,2,8',3,3,5,2,2,2,1,100
2274000,'2,3,6','2,6,7','3,5,7','1,3,7','2,3,5',3,2,3,2,1,6,4,33
2274000,'1,2,4','3,6','1,5,7','1,3,6','5,7,8',2,4,5,2,1,3,3,33
2274000,'1,2','1,3','2,6,7','1,4,7','1,3,7',2,4,6,2,1,2,5,100
2274000,'1,2,4','1,2,8',5,'1,5,7','1,5,8',2,3,5,2,2,3,'1,4',100
2277000,'2,5,7','1,3,7','1,3,6','1,3,5','2,3,6',2,4,5,1,2,'3,5',5,100
2277000,'2,4,5','1,6,7','1,2,7','2,3,4','1,4,6',2,5,6,2,1,2,1,100
2279000,'1,2,4','1,3,5','2,4,7','4,6,7','1,2,3',2,5,6,2,1,2,'3,4',33
2280000,'1,2,6','1,3,7','1,5,7','3,6,7','2,3,5',3,4,6,2,2,2,4,33
2281000,'1,2,4','1,3,7','2,4,7','1,2,7','1,3,4',2,5,4,2,2,4,5,100
2282000,'2,4,6',8,'6,7','3,4,6','4,5,7',3,4,4,2,2,2,1,33
2283000,'1,2,4','1,3,6','2,4,6','2,3,5','1,2,4',2,4,7,2,2,4,4,100
2284000,2,3,2,2,'3,4',2,4,4,2,1,2,4,33
2284000,'1,2,6','1,3,6','2,3,5','2,4,7','2,8',3,2,6,1,2,2,4,33
2286000,'1,2,3','1,3,6','2,3,6','3,5,7','1,5,7',3,2,6,1,1,2,5,-33
2287000,'1,2,6','1,3,5','1,5,7','1,5,7','2,4,5',3,1,4,2,1,3,3,33
2289000,'2,3,4','2,3,8','2,4,5','4,5,7','1,2,7',3,2,5,2,2,'2,6','1,4',33
2289000,2,6,'2,4','3,4',1,3,6,9,2,2,6,5,33
2289000,'1,2,4','1,6,7','1,5,7','2,3,4','1,2,6',3,6,6,2,1,2,4,100
2289000,'1,2,3','3,5,8','4,6,7','1,2,7','2,5,6',3,3,7,2,1,6,1,33
2291000,'1,2','1,2','5,6,7','1,2,6','2,3,4',1,6,5,1,1,'3,5',2,33
2291000,'2,3,6','3,6,7','1,6','3,4,7','4,5,6',3,2,5,2,2,2,'1,2',100
2295000,'2,3,4','1,6,8','2,3,7',7,'1,3,4',3,3,8,2,1,2,'3,4',33
2295000,'1,2,6','1,6,7','2,5,6','2,4,7','1,3,5',2,3,3,1,1,6,5,100
2295000,'1,2,5','1,3,5','4,6,7','1,2,5','1,2,3',3,3,7,2,1,6,1,33
2296000,'1,3,6','1,2,6','2,4,6','4,5,7','4,5,6',3,2,8,2,2,2,5,100
2296000,1,'1,5',7,7,'4,5,6',3,3,6,2,1,2,3,100
2303000,'1,3,7','1,3,8','1,3,5','1,2,5','1,7,8',3,1,2,2,1,5,5,33
2303000,'2,6',6,3,'1,6','1,8',3,4,6,2,2,3,4,-33
2305000,'1,5,6','1,2,6','2,5,6','1,2,6','1,2,6',2,4,3,2,1,6,2,100
2307000,2,2,2,7,5,3,3,7,2,2,1,1,100
2307000,'1,2,3','1,2,5','2,5,7','2,3,4','1,3,6',2,4,3,1,1,6,4,100
2308000,'1,2',1,'2,6,7','1,4,5','1,2,3',3,2,2,2,1,6,4,100
2308000,'1,2,5','1,7,8','1,6,7','2,4,7','1,3,4',3,5,6,2,2,6,5,100
2309000,'1,2','1,3','2,7','4,5,7','2,3,4',2,4,4,2,2,2,5,100
2310000,'2,4','1,3','2,7','3,5,7','2,4',2,4,4,2,2,2,'1,4',33
2314000,6,'1,5,7','1,3,5','3,5,6','1,3,7',3,3,4,2,2,3,4,100
2317000,'1,3,6','3,6','3,4,5','1,3,7','1,3,4',3,4,5,1,2,'1,3','3,4',33
2318000,'1,3',1,'2,5,6','2,3','3,5,6',3,4,5,2,2,2,5,100
2318000,'3,4,5','3,5,6','2,4,7','3,4,7','1,2,3',2,6,6,2,2,2,5,33
2318000,'1,2,6','1,6,7','1,2,4','2,4,5','2,3,7',3,4,3,2,2,6,3,-33
2319000,'1,2,5','2,3,6','4,6,7','2,3,4','1,2,3',2,5,3,1,1,6,'3,4',100
2319000,'2,4,6','3,6,7','3,6,7','1,4,7','1,5,7',3,4,6,2,2,3,'3,4',100
2321000,'1,2,6','1,3,6','1,2,6','1,3,5','2,5,8',3,2,4,2,2,'1,2','2,3',100
2321000,'1,2,4','5,6','3,4','1,5,7','1,2,4',3,4,4,2,2,2,'1,4',33
2323000,'1,2,7','3,5,8','1,5,6','3,4,7','1,3,7',3,3,6,2,2,4,5,33
2324000,'2,3,6',6,7,'1,3,7','1,4',2,4,4,1,2,'1,2',5,33
2327000,'2,4,7','3,6,8','5,6','1,4,7','1,6,7',3,2,6,2,2,'1,3',3,-33
2329000,'1,2,4','1,5,8','5,6,7','5,6,7','1,2,3',3,3,5,2,2,5,4,-33
2329000,'1,2,4','1,3,5','2,5,7','2,5,6','2,5',1,4,6,2,2,6,2,100
2329000,'2,3,4','3,6,7','2,3,6','3,4,7','2,5,8',3,3,5,2,1,3,4,33
2330000,'1,2',8,'3,4,6','1,2,6','1,7,8',2,4,4,2,1,2,'3,4',-33
2331000,'2,6',8,5,7,'1,4,5',3,6,7,2,2,4,'1,2,4',-33
2332000,'2,4,5','3,6,8','3,7',3,1,3,3,5,2,2,2,4,33
2335000,'1,6',1,'5,7',7,'2,3,5',2,5,4,2,1,2,4,33
2337000,'1,4','6,8',3,'1,3,7','2,4',3,3,6,2,2,5,3,-33
2339000,'2,6,7','1,5,8','2,6,7','1,4,6','2,6,7',2,5,6,2,1,2,4,33
2340000,'2,4','3,5','5,6,7','2,3,5','2,4,6',3,1,5,2,2,3,5,100
2340000,'1,2','1,3','2,5','1,7','1,3,5',2,4,5,2,1,5,4,100
2341000,1,'2,3,7','2,4,6','3,5,7','1,4,8',2,4,4,2,2,2,4,100
2341000,'1,2,3','1,3,8','2,5,6','2,4,7','1,2,3',2,3,7,2,2,2,5,100
2344000,2,'1,3','2,6,7','4,6,7','2,4,8',3,2,6,2,2,3,5,33
2344000,'2,6,7','2,6,8','2,6,7','4,6','2,4,5',3,2,6,2,2,'1,4',5,33
2345000,'1,4,6',8,'5,6,7','4,5,7','1,2,5',2,6,3,2,2,6,4,33
2347000,'1,3,6','1,5,8','2,6,7','3,4,6','4,5,7',3,2,4,2,1,6,5,33
2350000,'1,2,3','1,3,6','2,3,5','1,2,3','1,2,6',3,3,5,2,2,3,3,33
